Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
Segac Enfoque Publicitario Sa De Cv,"Artes 1, Axotla, Álvaro Obregón, 01030 Ciudad de México, CDMX, México",+52 55 1042 1586,19.3572926,-99.1729017,NULL,NULL,,,Imprenta
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
True Revolution Denim Sa,"San Andrés Atoto 18, San Esteban, 53530 Naucalpan de Juárez, Méx., México",NULL,19.4599541,-99.2324097,NULL,NULL,,,Tienda de ropa
"Plus Electric SR, S.A. De C.V.","San Andrés Atoto 19-A, San Esteban, 53550 Naucalpan de Juárez, Méx., México",+52 55 5359 2763,19.4607947,-99.2322993,NULL,NULL,14 reseñas,"4,5",Oficinas de empresa
Cerfomex,"Av. Revolución 23-A, Tepalcates, Iztapalapa, 09210 Ciudad de México, CDMX, México",+52 55 5700 0352,19.3886211,-99.0561439,cerfomex.com,NULL,49 reseñas,"4,4",Tienda de materiales para la construcción
Intelligent Technology Solutions And Services S.A. de C.V,"Int. 604 Sección Fuentes, Fuente de Las Pirámides 1, Lomas de Tecamachalco, 53950 Naucalpan de Juárez, Méx., México",+52 55 5293 9321,19.427673,-99.226211,itss.mx,NULL,,,Empresa de software
Alterna Mkt,"Puebla 398, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",+52 55 5286 5655,19.4198373,-99.174684,NULL,NULL,,,Agencia de marketing
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jurosur, S.A. de C.V.","Zaragoza 7, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, México",NULL,19.4882924,-99.1183064,NULL,NULL,,,Empresa
Kristal Century fitness Equipment,"Calle, San Andrés Atoto No.165-B, San Esteban, 53550 Naucalpan de Juárez, Méx., México",+52 55 3099 3505,19.4606296,-99.2306462,NULL,NULL,31 reseñas,"4,9",Tienda de deportes
Edgebound,"Pedregal 24 S 300 Piso 3, Molino del Rey, Miguel Hidalgo, 11040 Ciudad de México, México",+52 55 8647 0412,19.425165,-99.203269,edgebound.com,NULL,3 reseñas,"5,0",Servicio de comercio electrónico
BoConcept Palmas,"Av. Paseo de las Palmas 870, Lomas de Chapultepec II Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México",+52 55 5202 0912,19.4274451,-99.218435,boconcept.com,NULL,52 reseñas,"4,8",Tienda de muebles
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jet Seal de Mexico S.A. de C.V.,"Calz. de Las Armas 1, Puente de Vigas, 02100 Tlalnepantla de Baz, Méx., México",+52 55 5390 3930,19.5089007,-99.211083,jetseal.com.mx,NULL,4 reseñas,"4,8",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
El Carbayon Sa De Cv,"Atlanta 143, Noche Buena, Benito Juárez, 03720 Ciudad de México, CDMX, México",+52 55 5611 9382,19.3813408,-99.1792012,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Davalos Y Asoc Y Asociados,"Av. Insurgentes Sur 1766, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, México",+52 55 5662 0684,19.3582416,-99.1837586,bdavalos.com.mx,NULL,3 reseñas,"5,0",Abogado
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Infoele S.A. de C.V.,"Av. Revolución 1448, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México",+52 55 5662 4114,19.354821,-99.1897998,infoele.com,NULL,,,Consultora informática
DIIN Ingenieria SA de CV,"Recreo 121, Actipan, Benito Juárez, 03230 Ciudad de México, CDMX, México",NULL,19.3686868,-99.1785844,NULL,NULL,5 reseñas,"5,0",Oficinas de empresa
"CONSISTECO SA, DE CV","Álvaro Obregón 103, Tizapán San Ángel, Presidentes, Álvaro Obregón, 01090 Alvaro Obregon, CDMX, México",+52 55 5616 5784,19.3388721,-99.2031267,consisteco.mx,NULL,2 reseñas,"5,0",Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Asesores Integrales,"Sófocles 133A, Polanco, Polanco II Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, México",NULL,19.4372539,-99.204843,NULL,NULL,,,Servicios legales
Conkrete,"Boulevard Ramon G. Bonfil no. 2100, esquina con Camino Real de la Plata ejido, Venta Prieta, 42083 Ciudad de México, CDMX, México",+52 771 709 1957,20.102039,-98.7808525,proyectosconkrete.com,NULL,2 reseñas,"1,0",Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Vertrek,"Country Club 162, Country Club Churubusco, Coyoacán, 04210 Ciudad de México, CDMX, México",+52 55 5550 3490,19.3510548,-99.143046,NULL,NULL,,,Proveedor de productos promocionales
Offset Hermex S.A. de C.V.,"Rcda. Casa Amarilla 19, Reforma Pensil, Miguel Hidalgo, 11430 Ciudad de México, CDMX, México",+52 55 2873 0005,19.4508244,-99.1920817,NULL,NULL,,,Imprenta
Grupo Gaoma,"08200, Albino García 337, Viaducto Piedad, Iztacalco, 08200 Ciudad de México, CDMX, México",NULL,19.3997699,-99.1330059,grupogaoma.com,NULL,4 reseñas,"5,0",Tienda de accesorios informáticos
Soluciones Kabec,"Sur 67-A 137, El Prado, Iztapalapa, 09410 Ciudad de México, CDMX, México",NULL,19.3579781,-99.1384199,solucioneskabec.com,NULL,18 reseñas,"3,9",Oficinas de empresa
ANTREG SA DE CV,"Las Flores 30, Tlalpan Centro I, Tlalpan, 14060 Ciudad de México, CDMX, México",+52 55 7703 6077,19.2940736,-99.1786011,antreg.com,NULL,,,Proveedor de maquinaria de construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Telaio - Agencia de Marketing Digital,"Camino a, Acceso a Praderas de San Mateo 25-Int 5, Petroquimica, 53124 Naucalpan de Juárez, Méx., México",+52 55 2487 7400,19.5128389,-99.2699675,telaio.com.mx,NULL,42 reseñas,"4,6",Agencia de marketing
Mobili Integra,"Av. Jimenez Cantu, Plaza Esmeralda s/n Lote 14, Rancho Viejo, 52930 Cd López Mateos, Méx., México",+52 55 5393 9866,19.5591506,-99.2971631,mobilintegra.com,NULL,1 reseña,"1,0",Reformas de cocinas
"Alsoger, S.A. de C.V.","C. Begonias 18A, Las Margaritasampliacion, 54050 Tlalnepantla de Baz, Méx., México",NULL,19.5285274,-99.2246065,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"GEFRIEREN, S.A. de C.V.","Boulevard Benito Juárez 10-Nave G3, San Mateo Cuautepec, 54948 Tultitlán de Mariano Escobedo, Méx., México",+52 55 5359 1971,19.6313859,-99.1469038,gefrieren-gas.com,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GIGABYTE TECHNOLOGY MEXICO S.A. DE C.V,"Nápoles 48, Juárez, Cuauhtémoc, 06030 Ciudad de México, CDMX, México",+52 800 220 4286,19.4267303,-99.1597858,NULL,NULL,3 reseñas,"3,7",Oficinas de empresa
Distribuidora Brimi S.A. de C.V.,"Jilotepec 432, Hab la Romana, 54030 Tlalnepantla de Baz, Méx., México",+52 55 2628 0187,19.5523868,-99.1905409,NULL,NULL,23 reseñas,"4,3",Servicio de distribución
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Redes y Sistemas Digitales IOT SA de CV,"Río Nazas 114, Cuauhtémoc, 06500 Ciudad de México, CDMX, México",+52 55 5514 0005,19.4311537,-99.1691953,digital-signage.mx,NULL,7 reseñas,"5,0",Ingeniero de telecomunicaciones
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Xpert Consultores en Tecnologias y Comunicaciones,"José María Rico 102, Actipan, Benito Juárez, 03230 Ciudad de México, CDMX, México",+52 55 6264 5097,19.369012,-99.1784627,xpertic.com.mx,NULL,19 reseñas,"4,6",Consultora informática
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elaboracion Alimenticia La Negrita Oficinas,"Nte. 70 6254, Aragón Inguarán, Gustavo A. Madero, 07820 Ciudad de México, CDMX, México",+52 55 5751 3770,19.4719228,-99.1053463,NULL,NULL,,,Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Laboratorio de Asesoría y Servicio Referido S.A. de C.V.,"Av. Pdte. Plutarco Elías Calles 334, Barrio de los Reyes, Iztacalco, 08620 Ciudad de México, CDMX, México",+52 55 5698 0020,19.3979199,-99.1143408,laserlab.com.mx,NULL,23 reseñas,"4,4",Laboratorio de análisis clínicos
"Gerlops Comercializadora, S.a. De C.v.","República de El Salvador 142, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, México",NULL,19.4289643,-99.1312397,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gamacolor,"C. Uno 130, Agrícola Pantitlán, Iztacalco, 08100 Ciudad de México, CDMX, México",+52 55 5755 0873,19.410397,-99.0690945,NULL,NULL,5 reseñas,"3,0",Tienda de pinturas
Perfiles y Aceros Cuajimalpa S.A de C:V,"Av. José María Castorena 41, Cuajimalpa, Cuajimalpa de Morelos, 05000 Ciudad de México, CDMX, México",+52 55 5812 3434,19.3536798,-99.2992069,odoo.com,NULL,640 reseñas,"4,3",Tienda de herramientas
Farma Envases S.A. de C.V.,"Cto el Marqués Nte 43, Parque Industrial, 76246 Qro., México",+52 442 227 2200,NULL,NULL,NULL,NULL,4 reseñas,"2,0",Fábrica
Coffee Food And Service,"C. Trigo 25, Ex-Ejido de la Magdalena Mixhuca, Iztacalco, 08010 Ciudad de México, CDMX, México",+52 55 5657 7543,19.394105,-99.08904,coffeefoodandservice.com.mx,NULL,6 reseñas,"4,0",Cafetería
INDUSTRIA MURR S.A DE C.V,"11 de Enero de 1861 40, Leyes de Reforma 3ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México",+52 55 5600 5973,19.3795651,-99.0665584,transfermica.com,NULL,24 reseñas,"4,3",Fábrica
Plastienvases Corea,"Leyes de Reforma Tercera Sección, Batalla de Casa Blanca 1669, Leyes de Reforma 3ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México",+52 55 5600 6210,19.3798789,-99.0646265,plastienvases.com.mx,NULL,6 reseñas,"2,3",Empresa de fabricación de plástico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Unión manufacturera de Fibra de Vidrio,"56623 Méx., México",+52 55 1709 6000,19.2068283,-98.9430365,NULL,NULL,1 reseña,"5,0",Cerrado permanentemente
United Engravers Internacional,"Av. Acueducto 1387, Candelaria Ticoman, Gustavo A. Madero, 07310 Ciudad de México, CDMX, México",+52 55 5586 8311,19.5189281,-99.1385637,uengraversintl.com.mx,NULL,24 reseñas,"4,6",Diseñador gráfico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Desarrollo Manufacturero Internacional,"Bosque de los Ciruelos 140, Bosque de las Lomas, Miguel Hidalgo, 11700 Ciudad de México, CDMX, México",+52 55 5596 0087,19.4037546,-99.2406299,dminter.com.mx,NULL,,,Fábrica
"SAPEMI MECANIZADOS, S.L.U.","Carrer Llauradors, 12, 46250 L'Alcúdia, Valencia, España",+34 962 99 66 67,39.1885108,-0.5077391,sapemi.es,NULL,5 reseñas,"4,0",Calderería industrial
Apex Global,"Bosque de los Ciruelos 160, Bosque de las Lomas, Miguel Hidalgo, 11700 Deleg. Miguel Hidalgo, CDMX, México",+52 55 2623 0555,19.4040242,-99.2403986,apexglobal.com.mx,NULL,3 reseñas,"3,7",Proveedor de maquinaria de construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bioscmic,"Av. División del Nte. 5167, Coapa, Ex de San Juan de Dios, Tlalpan, 14387 Ciudad de México, CDMX, México",+52 55 7030 3207,19.2882791,-99.1286561,bioscmic.com.mx,NULL,,,Proveedor de equipos de laboratorio
Angelin Baby,"Fundidores 5, Industrial Xhala, 54714 Cuautitlán Izcalli, Méx., México",+52 55 5870 2202,19.6827344,-99.190281,NULL,NULL,19 reseñas,"4,5",Juguetería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Zubiria,"Delfin 5, Industrial Cuamatla, 54758 Cuautitlán Izcalli, Méx., México",+52 55 5872 5966,19.6656348,-99.1917632,industriaszubiria.com,NULL,4 reseñas,"4,3",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Construcciones Metálicas Aron, S.A. De C.V.","Av. Industria Eléctrica de México 5, Xocoyahualco, 54080 Tlalnepantla de Baz, Méx., México",+52 55 5562 1827,19.5124419,-99.2203149,nfsaron.com.mx,NULL,20 reseñas,"4,2",NULL
Porto Mx,"Nte. 81 #408, Benito Juárez, Sindicato Mexicano de Electricistas, Azcapotzalco, 02060 Ciudad de México, CDMX, México",+52 55 5341 8500,19.4735682,-99.1772907,portomx.com.mx,NULL,37 reseñas,"3,8",Consultoría de recursos humanos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Computación y Metodología Aplicada S.A. de C.V,"Delia 103, Guadalupe Tepeyac, Gustavo A. Madero, 07840 Ciudad de México, CDMX, México",+52 535 739 2058,19.4676866,-99.1214547,cma10.com,NULL,1 reseña,"5,0",Empresa de software
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Marmolería Hermanos Bravo,"C. Cam. a Nextengo 514, Santiago Ahuizotla, Azcapotzalco, 02750 Ciudad de México, CDMX, México",+52 55 5352 0501,19.4777184,-99.2088858,mhb.mx,NULL,70 reseñas,"4,3",Tienda de materiales para la construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apiro Ingenieria,"C. Lauro Villar 15, Providencia, Azcapotzalco, 02440 Ciudad de México, CDMX, México",+52 55 5382 8834,19.4940332,-99.2084279,NULL,NULL,8 reseñas,"4,4",Proveedor de sistemas de protección contra incendios
"Arrow Seal, S.A. de C.V.","Av. Cuitláhuac 3116, Claveria, Azcapotzalco, 02080 Ciudad de México, CDMX, México",+52 55 5342 2890,19.465488,-99.1776218,NULL,NULL,26 reseñas,"5,0",Empresa de suministros industriales
MELCSA CDMX,"C. Industria 25, Nextengo, Azcapotzalco, 02070 Ciudad de México, CDMX, México",+52 55 5561 1312,19.4773254,-99.1880636,melcsa.com,NULL,35 reseñas,"4,6",Comercio
LOGISTICA COMERCIAL BRIGMADI SA DE CV,"Tomillo 63, Victoria de las Democracias, Azcapotzalco, 02810 Ciudad de México, CDMX, México",+52 55 5556 2582,19.4691975,-99.1651895,lcb.com.mx,NULL,7 reseñas,"4,4",Ingeniero mecánico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Transportes Rapidos De AMSA S.A De C.V,"Av. Las Granjas 514, Azcapotzalco, Santo Tomas, 02020 Ciudad de México, CDMX, México",NULL,19.4838893,-99.1747193,NULL,NULL,207 reseñas,"4,2",Cerrado permanentemente
Administración Dirección y Tecnología en Construcción,"La, C. Frambuesa 7, Nueva Santa María, Azcapotzalco, 02800 Ciudad de México, CDMX, México",+52 55 5342 5299,19.4580238,-99.1680926,NULL,NULL,,,Oficina de gobierno local
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Inmoenlasse,NULL,+52 55 5291 6894,NULL,NULL,inmoenlasse.com,NULL,4 reseñas,"4,0",Oficinas de empresa
Dynamic Flow Sa De Cv,"C. Muitle 163, Victoria de las Democracias, Azcapotzalco, 02810 Ciudad de México, CDMX, México",NULL,19.4704204,-99.1655692,dynamicflow.net,NULL,NULL,NULL,NULL
SERVICIOS JAD,"Norte 79 A N° 2510, Claveria, Ciudad de México, CDMX, México",+52 55 7095 5881,19.4696316,-99.177275,serviciosjad.com,NULL,,,Empresa de software
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LINO TEX SA DE CV,"Calz. San Esteban, San Esteban, 53550 Naucalpan de Juárez, Méx., México",+52 55 8503 1600,19.4594961,-99.2329336,linotex.com.mx,NULL,37 reseñas,"3,9",Tienda de telas
Grupo Editorial HESS,NULL,+52 55 5761 2020,NULL,NULL,notasfiscales.com.mx,NULL,3 reseñas,"3,7",Editor
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DAT Doblaje,"Cdad. de México - Cuernavaca #3432-B, Tlalpan, 14630 Ciudad de México, CDMX, México",NULL,19.271611,-99.1636447,datdoblaje.com,NULL,,,Estudio de grabación
Trademex,"Uxmal 412-1, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",+52 55 5682 4231,19.3867083,-99.15528,NULL,NULL,1 reseña,"5,0",Comercio
Viajes Incentivos y Congresos SA de CV,"C. Pilares 122, Col del Valle Centro, Benito Juárez, 03200 Ciudad de México, CDMX, México",+52 55 5575 2276,19.3788963,-99.1701637,vicsamexico.mx,NULL,,,Agencia de viajes
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ingenieria Orca,"Calle Pitágoras #533, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",+52 55 5639 4748,19.3929694,-99.1578971,ingenieriaorca.com.mx,NULL,12 reseñas,"5,0",Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lightmex, S.A de C.V.","Calle San Borja 1031, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",+52 55 5559 3210,19.3832997,-99.1606333,lightmex.com,NULL,26 reseñas,"4,5",Cerrado permanentemente
System & Convergencia SA de CV,"Heriberto Frías 1439, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México",+52 55 5344 6594,19.373727,-99.164405,NULL,NULL,,,Oficinas de empresa
INTROLIGHT S.A. DE C.V.,"Sur 77 250, Sinatel, Iztapalapa, 09470 Ciudad de México, CDMX, México",+52 55 5436 3668,19.3605336,-99.1320619,introlight.mx,NULL,2 reseñas,"5,0",Fábrica
LWZ Consultoría Estratégica,"Coapa 9, Toriello Guerra, Tlalpan, 14050 Ciudad de México, CDMX, México",+52 55 5424 5702,19.2914272,-99.1615772,lwz.com.mx,NULL,,,Consultora de administración empresarial
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Netshell,"Papaloapan 11, San Jerónimo Aculco, La Magdalena Contreras, 10400 Ciudad de México, CDMX, México",+52 55 5668 9478,19.3186528,-99.2260046,netshell.com.mx,NULL,6 reseñas,"4,2",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sycom 2000, SA de CV","Amores 1107, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",+52 55 5335 0365,19.3803063,-99.1673849,sycom.com.mx,NULL,4 reseñas,"4,0",Distribuidor de equipos de telecomunicación
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BNA Ajustadores México, S.A. de C.V.","C. Dr. José María Vértiz 1311, Letran Valle, Benito Juárez, 03650 Ciudad de México, CDMX, México",+52 55 5605 5313,19.3745111,-99.1544201,grupobna.com.mx,NULL,9 reseñas,"4,4",Oficinas de empresa
"Grupo Farmaceutico Campiare, S.A. De C.V.","Miguel Laurent 96, Tlacoquemecatl del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México",+52 55 5575 0160,19.3771416,-99.1733873,NULL,NULL,,,Farmacia
Kyo Print System México S.A. de C.V.,"C. Tenango 4, Tlalnemex, 54070 Tlalnepantla de Baz, Méx., México",+52 55 5636 1661,19.5283862,-99.2073488,kyoprint.com.mx,NULL,10 reseñas,"4,1",Servicios
Funerales Olimpia,"Calz. Ignacio Zaragoza 586, 4 Árboles, Venustiano Carranza, 15730 Ciudad de México, CDMX, México",+52 55 5762 2132,19.4138768,-99.0849143,funeralesolimpia.mx,NULL,,,Funeraria
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Industrias Curtis,"Av. de la Industria 236, Moctezuma 2da Secc, Venustiano Carranza, 15530 Ciudad de México, CDMX, México",+52 55 5784 1466,19.4375176,-99.0970712,curtis.com.mx,NULL,56 reseñas,"4,0",Proveedor de productos de belleza
Haf Logistica Internacional,"C. Ote. 33 119, Moctezuma 2da Secc, Venustiano Carranza, 15510 Ciudad de México, CDMX, México",+52 55 5751 0660,19.4365214,-99.0892531,haflogistica.com,NULL,23 reseñas,"4,5",Empresa de importación y exportación
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trans Guzarr S.A de C.V.,"Av 602 S/N Edificio Comite de transportistas Oficina 11, Zona Aduana, Pueblo de San Juan de Aragón, 15001 Ciudad de México, CDMX, México",NULL,19.4325479,-99.1331302,transguzarr.com.mx,NULL,,,Servicio de transporte
Inmobiliaria Lefer,"Av. Valle de Santiago 48, Valle de Aragon 1ra Secc, 55280 Nezahualcóyotl, Méx., México",+52 55 5712 5597,19.4921738,-99.054324,NULL,NULL,,,Agencia inmobiliaria
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MC Ingenieria,"Av. Jesús del Monte 39-piso 9, Hacienda de las Palmas, 52763 Méx., México",+52 55 5545 3838,19.3965162,-99.2872192,mcsilos.com.mx,NULL,,,Fábrica
Pecasa,"Av. F.F.C.C. Industrial 211, Industrial, Venustiano Carranza, 15530 Ciudad de México, CDMX, México",+52 55 5784 7557,19.4372908,-99.0992168,NULL,NULL,23 reseñas,"4,3",Oficinas de empresa
HH Soluciones Comerciales,"Bienes Nacionales 45, 4 Árboles, Venustiano Carranza, 15730 Ciudad de México, CDMX, México",+52 56 3080 0300,19.4153592,-99.0846547,hhsoluciones.com.mx,NULL,4 reseñas,"4,3",Empresa de organización de eventos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Servicios Corporativos Aéreos de la Laguna SA de CV,"Av. Circunvalacion s/n, Hangar 2, Aeródromo, Albatros acceso, Tequesquitengo, Mor., México",+52 55 5786 7939,18.5934473,-99.2603705,NULL,NULL,1 reseña,"5,0",Asesor de aviación
La Gamuza,"street municipality or, delegation Centro municipality or Cuauthemoc delegation, República de El Salvador 142-local 3, Cuauhtémoc, 06060 Ciudad de México, CDMX, México",+52 55 5542 4011,19.4289505,-99.1310754,lagamuzamx.com,NULL,1.208 reseñas,"4,2",Comercio
Cd. de México,NULL,NULL,19.2464696,-99.1013498,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Distribuidora Camusa,"Francisco I. Madero no. 66, Progresista, Iztapalapa, 09240 Ciudad de México, CDMX, México",+52 55 5614 0879,19.3554433,-99.0663621,camusa.com.mx,NULL,4 reseñas,"4,5",Tienda de instrumentos de percusión
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aeroin Products,"CALLE DONATO MIRANDA FONSECA 48 COL. ADOLFO LOPEZ MATEOS DELG, 15670 Ciudad de México, CDMX, México",+52 55 6840 1682,19.4227421,-99.0689187,NULL,NULL,1 reseña,"5,0",NULL
"DTE Merchandising, SA de CV","Av. Herminio Chavarría 66, Zona Urbana Ejidal Santa María Aztahuacan, Iztapalapa, 09570 Ciudad de México, CDMX, México",NULL,19.355427,-99.0287747,NULL,NULL,6 reseñas,"3,0",Oficinas de empresa
